"Site","Year","BandNo1","BandNo2","Outcome","Laying","Hatching","Fledge","AgeMale","AgeFemale","AgeBird1","AgeBird2","ExpMale","ExpFemale","ExpBird1","ExpBird2","PairBond","QLTY"
"D1",2006,"99687032","99601920","SAME",45,48,1,8,21,8,21,2,15,2,15,2,0.428571428571429
"D1",1992,"99604489","99651_67","DEAD",28,NA,0,8,NA,8,NA,NA,NA,NA,NA,NA,0.428571428571429
"D1",2005,"99687032","99601920","SAME",18,51,0,7,20,7,20,1,14,1,14,1,0.428571428571429
"D1",1999,"99604489","99601920","DEAD",19,50,1,15,14,15,14,NA,8,NA,8,6,0.428571428571429
"D1",1991,"99604489","99651363","DEAD",25,NA,0,7,7,7,7,NA,NA,NA,NA,NA,0.428571428571429
"D1",1994,"99604489","99601920","SAME",22,54,0,10,9,10,9,NA,3,NA,3,1,0.428571428571429
"D1",1990,"99604489","99651363","SAME",28,63,1,6,6,6,6,NA,NA,NA,NA,NA,0.428571428571429
"D1",1995,"99604489","99601920","SAME",14,39,1,11,10,11,10,NA,4,NA,4,2,0.428571428571429
"D1",1997,"99604489","99601920","SAME",17,50,0,13,12,13,12,NA,6,NA,6,4,0.428571428571429
"D1",1998,"99604489","99601920","SAME",19,51,1,14,13,14,13,NA,7,NA,7,5,0.428571428571429
"D1",2007,"99687032","99601920","DEAD",44,56,1,9,22,9,22,3,16,3,16,3,0.428571428571429
"D1",1996,"99604489","99601920","SAME",19,52,1,12,11,12,11,NA,5,NA,5,3,0.428571428571429
"D1",1993,"99604489","99601920","SAME",47,57,1,9,8,9,8,NA,2,NA,2,0,0.428571428571429
"D1",2004,"99687032","99601920","SAME",23,53,1,6,19,6,19,0,13,0,13,0,0.428571428571429
"D2",1995,"99604491","99652507","SAME",22,56,1,11,10,11,10,NA,NA,NA,NA,NA,0.7
"D2",1993,"99604491","99652507","SAME",47,NA,0,9,8,9,8,NA,NA,NA,NA,NA,0.7
"D2",1990,"99604491","99652507","SAME",19,47,1,6,5,6,5,NA,NA,NA,NA,NA,0.7
"D2",1994,"99604491","99652507","SAME",19,51,1,10,9,10,9,NA,NA,NA,NA,NA,0.7
"D2",1991,"99604491","99652507","SAME",22,NA,0,7,6,7,6,NA,NA,NA,NA,NA,0.7
"D2",1992,"99604491","99652507","SAME",27,57,1,8,7,8,7,NA,NA,NA,NA,NA,0.7
"D2",1996,"99604491","99652507","DEAD",32,68,1,12,11,12,11,NA,NA,NA,NA,NA,0.7
"D3",1993,"99654146","99606303","DIV",18,51,1,7,11,7,11,2,NA,2,NA,2,0.789473684210526
"D3",1992,"99654146","99606303","SAME",24,57,1,6,10,6,10,1,NA,1,NA,1,0.789473684210526
"D3",1991,"99654146","99606303","SAME",24,73,NA,5,9,5,9,0,NA,0,NA,0,0.789473684210526
"D3",1990,"99651362","99606303","DIV",25,49,1,6,8,6,8,NA,NA,NA,NA,NA,0.789473684210526
"D8",1996,"99601637","99654082","DEAD",24,57,1,11,10,11,10,0,2,0,2,0,0.3
"D8",1997,"99651378","99654082","SAME",15,45,1,13,11,13,11,6,3,6,3,0,0.3
"D8",1998,"99651378","99654082","DIV",26,NA,0,14,12,14,12,7,4,7,4,1,0.3
"D13",2011,"99690259","99690299","DEAD",44,NA,0,NA,NA,7,7,NA,NA,0,0,0,0.631578947368421
"D19",2006,"99669559","99671921","DEAD",46,50,1,NA,NA,9,7,NA,NA,0,3,0,0.80952380952381
"D19",2002,"99651271","99653005","DEAD",28,61,1,NA,NA,13,12,NA,NA,9,8,0,0.80952380952381
"D20",1997,"99609465","99658315","DIV",15,55,0,NA,NA,9,5,NA,NA,0,0,0,0.736842105263158
"D20",2005,"99658315","09___","DEAD",22,55,1,13,NA,13,NA,8,NA,8,NA,NA,0.736842105263158
"D20",2006,"99658615","99609409","DEAD",48,49,1,NA,NA,NA,18,NA,NA,NA,11,NA,0.736842105263158
"D20",2003,"99658315","99609409","DIV",30,47,1,11,15,11,15,6,8,6,8,0,0.736842105263158
"D20",2002,"99658315","99664163","DIV",29,62,1,10,7,10,7,5,3,5,3,0,0.736842105263158
"D20",2008,"99658319","99609409","DEAD",48,50,1,NA,NA,16,20,NA,NA,0,13,0,0.736842105263158
"D26",1999,"996012__","99663876","DEAD",19,NA,0,NA,9,NA,9,NA,2,NA,2,NA,0.6
"D26",2009,"99601687","99656249","DEAD",NA,NA,NA,NA,NA,24,23,NA,NA,NA,18,0,0.6
"D26",1998,"99601687","99663876","DIV",20,NA,0,NA,NA,13,8,NA,NA,NA,1,0,0.6
"D27",2006,"99654143","99601687","DIV",16,49,NA,NA,NA,20,21,NA,NA,15,NA,0,0.6875
"D28",2000,"99656247","99656248","DEAD",61,72,1,14,9,14,9,9,0,9,0,0,0.733333333333333
"D29",1990,"99651354","99652541","DEAD",24,46,1,6,5,6,5,NA,NA,NA,NA,NA,0.8125
"D30",1996,"99651354","99659591","DIV",18,52,1,12,8,12,8,NA,3,NA,3,2,0.764705882352941
"D30",2002,"99651354","99658_92","DEAD",31,64,1,NA,NA,18,NA,NA,NA,NA,NA,NA,0.764705882352941
"D30",1993,"99651354","99659591","SAME",17,50,1,9,5,9,5,NA,0,NA,0,0,0.764705882352941
"D30",2003,"99651354","99659591","DEAD",30,NA,0,19,15,19,15,NA,10,NA,10,4,0.764705882352941
"D30",1998,"99651354","99659591","DIV",19,48,1,14,10,14,10,NA,5,NA,5,3,0.764705882352941
"D30",1992,"99651354","99656219?","DEAD",26,NA,0,8,NA,8,NA,NA,NA,NA,NA,NA,0.764705882352941
"D30",1994,"99651354","99659591","DIV",20,NA,NA,10,6,10,6,NA,1,NA,1,1,0.764705882352941
"D39",2008,"99609401","7____","DEAD",44,NA,0,NA,NA,20,NA,NA,NA,11,NA,NA,0.571428571428571
"D41",1995,"99651369","99659595","DIV",20,52,1,11,7,11,7,NA,2,NA,2,2,0.4375
"D41",1997,"99651369","99659595","SAME",27,60,NA,13,9,13,9,NA,4,NA,4,3,0.4375
"D41",2000,"99651369","99659595","DIV",24,57,0,16,12,16,12,NA,7,NA,7,6,0.4375
"D41",1999,"99651369","99659595","SAME",21,NA,0,15,11,15,11,NA,6,NA,6,5,0.4375
"D41",1994,"99651369","99659595","SAME",21,52,1,NA,NA,10,6,NA,NA,NA,1,1,0.4375
"D41",1998,"99651369","99659595","SAME",23,NA,0,14,10,14,10,NA,5,NA,5,4,0.4375
"D41",1993,"99651369","99659595","SAME",17,50,1,NA,NA,9,5,NA,NA,NA,0,0,0.4375
"D43",1996,"99602522","99663880","DEAD",21,54,1,15,6,15,6,NA,1,NA,1,0,0.777777777777778
"D44",2007,"99675064","99672312","DEAD",NA,NA,NA,NA,NA,NA,9,NA,NA,NA,0,NA,0.714285714285714
"D44",2006,"99675064","99671041","DEAD",49,50,NA,NA,NA,NA,8,NA,NA,NA,3,NA,0.714285714285714
"D49",2002,"99663208","99659595","DEAD",34,67,NA,12,14,12,14,7,9,7,9,0,0.615384615384615
"D50",2006,"99659599","99652___","SAME",NA,NA,NA,NA,NA,18,NA,NA,NA,13,NA,NA,0.684210526315789
"D50",2007,"99659599","99652___","DEAD",29,62,1,NA,NA,19,NA,NA,NA,14,NA,NA,0.684210526315789
"D54",1990,"99602520","99602529","SAME",22,NA,0,9,9,9,9,NA,NA,NA,NA,NA,0.777777777777778
"D54",2000,"99659594","54__1___5","DEAD",NA,NA,0,12,NA,12,NA,4,NA,4,NA,NA,0.777777777777778
"D54",1995,"99602520","99602529","DEAD",21,NA,NA,NA,NA,14,14,NA,NA,NA,NA,NA,0.777777777777778
"D54",1994,"99602520","99602529","SAME",23,NA,0,13,13,13,13,NA,NA,NA,NA,NA,0.777777777777778
"D54",2002,"99651594","996___42","DEAD",31,64,1,NA,NA,13,NA,NA,NA,0,NA,NA,0.777777777777778
"D54",1999,"99659594","99602529","DEAD",18,57,1,11,18,11,18,3,NA,3,NA,2,0.777777777777778
"D54",1998,"99659594","99602529","SAME",23,53,1,10,17,10,17,2,NA,2,NA,1,0.777777777777778
"D54",1991,"99602520","99602529","DIV",24,72,1,10,10,10,10,NA,NA,NA,NA,NA,0.777777777777778
"D54",1993,"99602520","99602529","SAME",47,52,1,12,12,12,12,NA,NA,NA,NA,NA,0.777777777777778
"D54",1996,"99659594","99602529","DIV",36,58,1,8,15,8,15,0,NA,0,NA,0,0.777777777777778
"D54",1992,"X","99602529","DEAD",28,61,1,NA,NA,NA,11,NA,NA,NA,NA,NA,0.777777777777778
"D55",1999,"99663877","99654148","DIV",20,41,1,9,13,9,13,4,8,4,8,2,0.888888888888889
"D55",2000,"99651355","99654148","DEAD",24,57,1,16,14,16,14,NA,9,NA,9,3,0.888888888888889
"D55",1992,"99651355","99654148","SAME",25,57,1,NA,NA,8,6,NA,NA,NA,1,1,0.888888888888889
"D55",2006,"99663877","99654148","SAME",21,54,NA,16,20,16,20,11,15,11,15,6,0.888888888888889
"D55",2005,"99663877","99654148","SAME",21,54,1,15,19,15,19,10,14,10,14,5,0.888888888888889
"D55",1998,"99663877","99654148","SAME",19,51,1,8,12,8,12,3,7,3,7,1,0.888888888888889
"D55",1993,"99651355","99654148","DIV",28,61,0,9,7,9,7,NA,2,NA,2,2,0.888888888888889
"D55",1991,"99651355","99654148","SAME",26,58,1,7,5,7,5,NA,0,NA,0,0,0.888888888888889
"D55",2003,"99663877","99654148","DIV",38,52,1,13,17,13,17,8,12,8,12,4,0.888888888888889
"D55",1995,"99663877","99654148","DIV",22,36,1,5,9,5,9,0,4,0,4,0,0.888888888888889
"D55",2007,"99663877","99654148","DEAD",29,62,1,17,21,17,21,12,16,12,16,7,0.888888888888889
"D55",2002,"99663877","99654148","SAME",29,62,1,12,16,12,16,7,11,7,11,3,0.888888888888889
"D57",2010,"99670451","99686276","DEAD",44,50,1,NA,NA,13,5,NA,NA,3,1,0,0.333333333333333
"D57",2002,"99670905","99671205","DEAD",NA,NA,0,NA,NA,9,4,NA,NA,4,0,0,0.333333333333333
"D58",1991,"99602525","99602533","SAME",25,56,1,10,10,10,10,NA,NA,NA,NA,NA,0.722222222222222
"D58",1993,"99602525","99602533","DEAD",20,53,1,12,12,12,12,NA,NA,NA,NA,NA,0.722222222222222
"D58",1992,"99602525","99602533","SAME",28,60,1,11,11,11,11,NA,NA,NA,NA,NA,0.722222222222222
"D58",1990,"99602525","99602533","SAME",25,56,1,9,9,9,9,NA,NA,NA,NA,NA,0.722222222222222
"D59",2005,"99651370","52_70","DEAD",18,51,1,NA,NA,21,NA,NA,NA,NA,NA,NA,0.736842105263158
"D59",1990,"99651370","99602433","DEAD",27,52,1,6,4,6,4,NA,NA,NA,NA,NA,0.736842105263158
"D59",1992,"99651370","99651671","DEAD",30,61,1,8,8,8,8,NA,0,NA,0,0,0.736842105263158
"D68",2008,"99655670","74___","DEAD",44,63,0,NA,NA,17,NA,NA,NA,11,NA,NA,0.333333333333333
"D74",1990,"99602531","99602512","DEAD",30,66,1,9,9,9,9,NA,NA,NA,NA,NA,0.875
"D77",2008,"99658353","99684992","DIV",48,57,1,NA,NA,16,6,NA,NA,12,0,0,0.5625
"D77",2010,"99658353","99684967","DEAD",44,NA,0,NA,NA,18,8,NA,NA,14,1,0,0.5625
"D77",2006,"99658353","99680947","DEAD",17,50,1,NA,NA,14,5,NA,NA,10,0,0,0.5625
"D79",1994,"78545706","99659571","DEAD",20,56,1,13,6,13,6,3,1,3,1,1,0.454545454545455
"D79",1993,"78545706","99659571","SAME",24,57,1,12,5,12,5,2,0,2,0,0,0.454545454545455
"D80",2003,"99660148","99605050","DEAD",34,NA,0,10,16,10,16,3,12,3,12,0,0.461538461538462
"D80",2002,"99660148","99651375","DEAD",63,NA,NA,9,18,9,18,2,11,2,11,0,0.461538461538462
"D82",1997,"99659530","78545553","SAME",15,57,1,9,16,9,16,4,NA,4,NA,4,0.722222222222222
"D82",1993,"99659530","78545553","SAME",47,55,1,5,12,5,12,0,NA,0,NA,0,0.722222222222222
"D82",1998,"99659530","78545553","SAME",21,71,NA,10,17,10,17,5,NA,5,NA,5,0.722222222222222
"D82",1999,"99659530","78545553","SAME",23,42,1,11,18,11,18,6,NA,6,NA,6,0.722222222222222
"D82",1992,"99604485","78545553","DEAD",27,66,0,NA,NA,8,11,NA,NA,1,NA,1,0.722222222222222
"D82",1991,"99604485","78545553","SAME",31,60,1,NA,NA,7,10,NA,NA,0,NA,0,0.722222222222222
"D82",2000,"99659530","78545553","DEAD",25,58,1,12,19,12,19,7,NA,7,NA,7,0.722222222222222
"D82",1995,"99659530","78545553","SAME",27,59,1,NA,NA,7,14,NA,NA,2,NA,2,0.722222222222222
"D82",1996,"99659530","78545553","SAME",20,56,1,NA,NA,8,15,NA,NA,3,NA,3,0.722222222222222
"D82",1994,"99659530","78545553","SAME",24,58,1,6,13,6,13,1,NA,1,NA,1,0.722222222222222
"D89",1993,"785599__","99606105","DEAD",47,NA,0,NA,NA,NA,11,NA,NA,NA,2,NA,0.85
"D90",2006,"99654147","99656249","DIV",24,57,1,20,20,20,20,15,15,15,15,5,0.75
"D92",2000,"99652511","99658317","DEAD",22,55,1,15,8,15,8,NA,3,NA,3,0,0.75
"D92",2006,"99652511","99658___","DIV",41,74,0,NA,NA,21,NA,NA,NA,NA,NA,NA,0.75
"D93",1998,"99663878?","996______","DEAD",21,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
"D94",1992,"99606301","99606302","SAME",28,60,1,10,10,10,10,NA,NA,NA,NA,NA,0.611111111111111
"D94",1995,"99658560","99651323","SAME",25,NA,0,NA,6,NA,6,NA,0,NA,0,NA,0.611111111111111
"D94",1990,"99606301","99606302","SAME",21,NA,0,8,8,8,8,NA,NA,NA,NA,NA,0.611111111111111
"D94",1993,"99606301","99606302","DEAD",51,52,1,11,11,11,11,NA,NA,NA,NA,NA,0.611111111111111
"D94",1996,"99658560","99651323","DEAD",24,NA,0,NA,7,NA,7,NA,1,NA,1,NA,0.611111111111111
"D94",1991,"99606301","99606302","SAME",25,NA,0,9,9,9,9,NA,NA,NA,NA,NA,0.611111111111111
"D96",2003,"99601___?","99665460","DEAD",31,NA,0,NA,NA,NA,8,NA,NA,NA,0,NA,0.411764705882353
"D97",1996,"99659558","99651375","DEAD",NA,NA,NA,8,12,8,12,0,5,0,5,0,0.333333333333333
"D97",1992,"99604486","99651375","DIV",27,71,0,NA,NA,8,8,NA,NA,NA,1,1,0.333333333333333
"D98",1990,"99604486","99652508","DIV",20,64,1,NA,NA,6,5,NA,NA,NA,NA,NA,0.764705882352941
"D98",1991,"99604486","99651375","SAME",24,NA,0,NA,NA,7,7,NA,NA,NA,0,0,0.764705882352941
"D98",1998,"78545__6","99659571","DEAD",21,71,NA,NA,NA,NA,10,NA,NA,NA,5,NA,0.764705882352941
"D99",2003,"99670907","9966552(6)","DEAD",NA,NA,NA,NA,NA,10,NA,NA,NA,5,NA,NA,0.588235294117647
"D99",1999,"99605050","99670910","DEAD",25,57,1,NA,NA,12,6,NA,NA,8,1,0,0.588235294117647
"D100",1996,"99659529","99659520","DEAD",17,66,1,8,8,8,8,3,0,3,0,0,0.684210526315789
"D101",2002,"99663866","9967192(1)","DEAD",29,62,1,NA,NA,12,NA,NA,NA,6,NA,NA,0.75
"D101",1998,"99663866","99663869","DIV",21,52,1,NA,NA,8,8,NA,NA,2,2,2,0.75
"D101",1992,"99654145","785585_","DEAD",36,69,1,NA,NA,6,NA,NA,NA,1,NA,NA,0.75
"D102",1997,"99663866","99663869","SAME",19,45,1,NA,NA,7,7,NA,NA,1,1,1,0.833333333333333
"D102",1998,"99663867","99609481","DIV",19,20,1,NA,NA,8,10,NA,NA,3,4,0,0.833333333333333
"D102",2004,"99671321","99670428","DIV",52,53,NA,NA,NA,6,7,NA,NA,0,2,0,0.833333333333333
"D102",2006,"99663866","99670428","DEAD",26,59,NA,NA,NA,16,9,NA,NA,10,4,0,0.833333333333333
"D102",1996,"99663866","99663869","SAME",21,52,1,NA,NA,6,6,NA,NA,0,0,0,0.833333333333333
"D105",1998,"99659141","99660153","DEAD",20,NA,0,NA,NA,5,5,NA,NA,0,1,0,0.235294117647059
"D107",2009,"99689556","99671940","DEAD",29,NA,0,NA,NA,5,10,NA,NA,0,6,0,0.625
"D107",2002,"99608465","99669852","DIV",32,65,1,NA,NA,14,5,NA,NA,6,0,0,0.625
"D109",2004,"99671926","99678079","DEAD",NA,NA,1,NA,NA,5,4,NA,NA,2,0,0,NA
"D109",2008,"99680996","99690235","DIV",NA,NA,NA,NA,NA,7,4,NA,NA,2,0,0,NA
"D110",2008,"99672664","99664121","SAME",48,NA,0,NA,NA,10,13,NA,NA,1,5,1,0.666666666666667
"D110",2009,"99672664","99664121","SAME",22,54,1,NA,NA,11,14,NA,NA,2,6,2,0.666666666666667
"D110",2010,"99672664","99664121","DEAD",44,45,1,NA,NA,12,15,NA,NA,3,7,3,0.666666666666667
"D110",2007,"99672664","99664121","SAME",48,54,1,NA,NA,9,12,NA,NA,0,4,0,0.666666666666667
"D112",1995,"99663875","99663878","DEAD",24,54,1,NA,NA,5,5,NA,NA,0,0,0,0.230769230769231
"D118",2003,"99663799","____70777","DEAD",34,59,1,NA,NA,13,NA,NA,NA,0,NA,NA,0.411764705882353
"D118",1990,"78558562","99651360","DEAD",25,60,0,NA,NA,6,6,NA,NA,NA,NA,NA,0.411764705882353
"D120",1997,"99663171","99660153","DIV",30,NA,0,NA,NA,3,4,NA,NA,0,0,0,0
"D121",2010,"99687772","99686236","DEAD",42,NA,0,NA,NA,7,5,NA,NA,1,0,0,0.357142857142857
"D123",2003,"99670911","99664975","DEAD",41,53,1,10,8,10,8,5,0,5,0,0,0.3125
"D125",2004,"99660199","99606303","DEAD",27,NA,NA,11,22,11,22,5,NA,5,NA,1,0.142857142857143
"D127",1998,"99606103","99670783","SAME",22,71,NA,16,5,16,5,3,0,3,0,0,0.571428571428571
"D127",1999,"99606103","99670783","DIV",21,54,1,17,6,17,6,4,1,4,1,1,0.571428571428571
"D128",1998,"99670906","99670778","SAME",20,71,NA,NA,NA,5,5,NA,NA,0,0,0,0.5625
"D128",1999,"99670906","99670778","DIV",22,54,1,NA,NA,6,6,NA,NA,1,1,1,0.5625
"D128",2002,"99670906","99670778","DEAD",32,65,1,NA,NA,9,9,NA,NA,4,4,2,0.5625
"D128",2010,"99671923","99670913","DEAD",48,52,1,NA,NA,11,NA,NA,NA,8,NA,NA,0.5625
"D129",2009,"9966_72_","71___","DEAD",27,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333
"D130",1998,"99670907","99670911","DIV",23,71,NA,NA,NA,5,5,NA,NA,0,0,0,0.230769230769231
"D130",2009,"99684975","99684275","DEAD",32,NA,0,NA,NA,7,7,NA,NA,0,0,0,0.230769230769231
"D130",2003,"99670780","99670_39","DEAD",31,54,0,NA,NA,10,NA,NA,NA,0,NA,NA,0.230769230769231
"D130",2002,"99670___","996717__","DEAD",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.230769230769231
"D132",1990,"99651374","99651371","DIV",26,NA,0,NA,NA,6,6,NA,NA,NA,NA,NA,0.333333333333333
"D133",2008,"04___","99664163","DEAD",40,73,NA,NA,NA,NA,13,NA,NA,NA,9,NA,0.727272727272727
"D133",2003,"99604484","99664163","DEAD",53,68,NA,19,8,19,8,NA,4,NA,4,1,0.727272727272727
"D133",2009,"99689576","99664163","DEAD",22,NA,0,5,14,5,14,0,10,0,10,0,0.727272727272727
"D133",2006,"99671789","99664163","DEAD",46,66,NA,7,11,7,11,0,7,0,7,0,0.727272727272727
"D133",1997,"99604484","99660138","DEAD",15,46,1,13,4,13,4,NA,0,NA,0,0,0.727272727272727
"D133",2011,"99686361","99609409","DEAD",51,54,1,NA,NA,6,23,NA,NA,0,16,0,0.727272727272727
"D133",1999,"99604484","99664163","DIV",29,44,1,15,4,15,4,NA,0,NA,0,0,0.727272727272727
"D139",1997,"99651355","99660095","DIV",20,NA,0,13,4,13,4,NA,0,NA,0,0,0.333333333333333
"D145",2004,"99667688","99671138","DEAD",NA,NA,NA,8,NA,8,NA,0,NA,0,NA,NA,0
"D146",2000,"99658507","99664119","DEAD",29,62,1,NA,NA,NA,5,NA,NA,NA,0,NA,0.6875
"D147",1996,"99663877","99658344","DIV",NA,NA,NA,6,4,6,4,1,0,1,0,0,0
"D150",2004,"99678177","99660159","DEAD",27,NA,NA,NA,NA,4,11,NA,NA,0,0,0,0.0625
"D150",1999,"99660199","99665488","DIV",32,NA,0,6,4,6,4,0,0,0,0,0,0.0625
"D150",2003,"99660199","99606303","SAME",30,NA,0,10,21,10,21,4,NA,4,NA,0,0.0625
"D154",1999,"99654147","99658293","DEAD",20,NA,0,13,7,13,7,8,2,8,2,2,0.230769230769231
"D154",1991,"99654147","99656249","SAME",23,70,1,5,5,5,5,0,0,0,0,0,0.230769230769231
"D154",1998,"99654147","99658293","SAME",19,47,0,12,6,12,6,7,1,7,1,1,0.230769230769231
"D154",1997,"99654147","99658293","SAME",15,49,0,11,5,11,5,6,0,6,0,0,0.230769230769231
"D154",1996,"99654147","99656_","DEAD",18,48,1,10,NA,10,NA,5,NA,5,NA,NA,0.230769230769231
"D154",1995,"99654147","99656249","DIV",18,77,1,9,9,9,9,4,4,4,4,4,0.230769230769231
"D154",2002,"99654147","99668044","DEAD",69,NA,0,16,6,16,6,11,0,11,0,0,0.230769230769231
"D154",1992,"99654147","99656249","SAME",41,NA,0,6,6,6,6,1,1,1,1,1,0.230769230769231
"D154",1994,"99654147","99656249","SAME",22,NA,0,8,8,8,8,3,3,3,3,3,0.230769230769231
"D154",1993,"99654147","99656249","SAME",51,52,0,7,7,7,7,2,2,2,2,2,0.230769230769231
"D156",2003,"99671940","99671921","DIV",30,52,1,NA,NA,4,4,NA,NA,0,0,0,0.571428571428571
"D156",1996,"99651285","9960_465","DEAD",NA,NA,NA,NA,NA,7,NA,NA,NA,0,NA,NA,0.571428571428571
"D156",2004,"99671940","99678110","DEAD",27,53,NA,5,4,5,4,1,0,1,0,0,0.571428571428571
"D157",2000,"99651373","99652640","DEAD",22,55,1,NA,NA,16,10,NA,NA,NA,6,1,0.615384615384615
"D157",1999,"99651373","99652640","SAME",19,44,1,NA,NA,15,9,NA,NA,NA,5,0,0.615384615384615
"D157",2004,"99651373","9967816_","DEAD",28,59,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,0.615384615384615
"D157",1998,"99751373","99652640","DEAD",21,71,NA,NA,8,NA,8,NA,4,NA,4,NA,0.615384615384615
"D157",2003,"99653___","9965135_","DEAD",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.615384615384615
"D161",2002,"99670077","99674176","DEAD",NA,NA,0,NA,NA,5,3,NA,NA,0,0,0,0
"D162",1999,"99608553","99670776","DEAD",22,NA,0,NA,NA,11,6,NA,NA,5,1,1,0.416666666666667
"D162",1998,"99608553","99670776","SAME",21,71,NA,NA,NA,10,5,NA,NA,4,0,0,0.416666666666667
"D167",2008,"99663868","99678749","DEAD",46,NA,0,NA,NA,18,8,NA,NA,12,4,1,0.352941176470588
"D167",2010,"99687754","99678749","DEAD",44,NA,0,NA,NA,7,10,NA,NA,0,6,0,0.352941176470588
"D167",2006,"99663868","99678749","DIV",47,NA,NA,NA,NA,16,6,NA,NA,10,2,0,0.352941176470588
"D176",1996,"99659593","99654148","DIV",24,58,1,8,10,8,10,3,5,3,5,0,0.75
"D181",1996,"99651270","99660056","DEAD",NA,NA,NA,NA,NA,7,3,NA,NA,0,0,0,NA
"D182",1994,"99650176","99609481","DEAD",25,52,1,NA,NA,5,6,NA,NA,0,0,0,0.923076923076923
"D182",2002,"99663867","99609481","DIV",29,62,1,NA,NA,12,14,NA,NA,7,8,1,0.923076923076923
"D182",1996,"99663867","99660129","DIV",21,52,1,NA,NA,6,3,NA,NA,1,0,0,0.923076923076923
"D183",2002,"99664174","99668010","DEAD",28,61,1,NA,NA,7,6,NA,NA,0,2,0,0.833333333333333
"D183",2006,"99664174","99671177","DIV",44,49,1,NA,NA,11,8,NA,NA,4,2,0,0.833333333333333
"D184",1996,"99660092","996_4082","DEAD",NA,NA,NA,NA,NA,3,NA,NA,NA,0,NA,NA,0.2
"D184",1997,"99660092","99665637","DIV",15,NA,0,NA,NA,4,2,NA,NA,1,0,0,0.2
"D185",1999,"99651378","99654088","DEAD",NA,NA,NA,15,13,15,13,8,0,8,0,0,0.3
"D185",2004,"99651378","99678057","DEAD",43,NA,NA,20,4,20,4,13,0,13,0,0,0.3
"D206",1996,"99658353","99602_30","DEAD",NA,NA,NA,NA,NA,4,NA,NA,NA,0,NA,NA,NA
"D210",1996,"99660028","99658287","DEAD",NA,NA,NA,NA,NA,3,4,NA,NA,0,0,0,0.111111111111111
"D210",2004,"99606103","99671197","DEAD",29,NA,0,22,6,22,6,9,0,9,0,0,0.111111111111111
"D210",2002,"99608553","99670437","DEAD",34,67,NA,NA,NA,14,5,NA,NA,8,0,0,0.111111111111111
"D300",2004,"99661688","99674178","SAME",29,NA,0,NA,NA,NA,5,NA,NA,NA,0,NA,0.5
"D300",2005,"99661688","99674178","DEAD",NA,NA,NA,NA,NA,NA,6,NA,NA,NA,1,NA,0.5
"D301",2011,"99663159","99674127","DEAD",48,NA,0,NA,NA,17,12,NA,NA,11,2,2,0.333333333333333
"D301",2010,"99663159","99674127","SAME",21,54,0,NA,NA,16,11,NA,NA,10,1,1,0.333333333333333
"D301",2009,"99663159","99674127","SAME",28,NA,0,NA,NA,15,10,NA,NA,9,0,0,0.333333333333333
"D400",2010,"99664174","99674139","DEAD",43,49,1,NA,NA,15,11,NA,NA,8,2,0,0.4
"D400",2008,"99671177","99674139","DEAD",47,NA,0,NA,NA,10,9,NA,NA,4,0,0,0.4
"D514",2009,"99680774","99684828","DEAD",27,NA,NA,NA,NA,8,7,NA,NA,2,0,0,NA
"DA6",2006,"99660082","99676646","SAME",26,59,1,NA,NA,13,11,NA,NA,9,6,0,0.846153846153846
"DA6",2007,"99660082","99676646","DIV",25,58,1,NA,NA,14,12,NA,NA,10,7,1,0.846153846153846
"DA8",2007,"99670421","99686869","SAME",25,58,0,NA,NA,10,2,NA,NA,5,0,0,0.727272727272727
"DA8",2008,"99670421","99686869","DEAD",19,52,1,NA,NA,11,3,NA,NA,6,1,1,0.727272727272727
"DA14",2005,"99680905","9967486(1)","DEAD",NA,NA,NA,NA,NA,4,NA,NA,NA,1,NA,NA,0.75
"DA17",2007,"99674861","7434_","DEAD",26,59,1,NA,NA,8,NA,NA,NA,0,NA,NA,0.777777777777778
"DA22",2002,"99663457","996__075","DEAD",63,NA,0,NA,NA,8,NA,NA,NA,0,NA,NA,0.5
"DA23",2005,"99676649","99683110","DEAD",22,55,0,NA,NA,10,3,NA,NA,3,0,0,0.454545454545455
"DA23",1997,"99659648","99659679","DEAD",NA,NA,NA,NA,NA,4,NA,NA,NA,0,NA,NA,0.454545454545455
"DA23",2002,"99676649","99662964","DEAD",32,65,1,7,8,7,8,0,4,0,4,0,0.454545454545455
"DA27",1998,"99662970","99663188","DIV",41,NA,0,NA,NA,4,4,NA,NA,0,0,0,0.571428571428571
"DA31",2002,"99676634","99671134","DEAD",NA,NA,0,NA,NA,7,NA,NA,NA,0,NA,NA,0.222222222222222
"DA33",2003,"99671041","99670425","DEAD",32,NA,0,NA,NA,5,6,NA,NA,0,3,0,0.25
"DA37",2006,"99668054","99668055","DEAD",46,47,NA,NA,NA,10,10,NA,NA,4,7,2,0.285714285714286
"DA37",2002,"99668054","99668055","SAME",61,62,1,NA,NA,6,6,NA,NA,0,3,0,0.285714285714286
"DA37",2003,"99668054","99668055","DIV",29,59,1,NA,NA,7,7,NA,NA,1,4,1,0.285714285714286
